time,COUNT,url,num_Objects,isJS_Num_Same,isJS_Object_Same,Difference_Count,Different_Files,Difference
2024-03-31 04:01:43,1,https://aniwatchtv.to,0,NO,Yes,0,,No differences found.
2024-03-31 04:11:53,2,https://aniwatchtv.to,10,NO,Yes,0,,No differences found.
2024-03-31 04:22:07,3,https://aniwatchtv.to,10,YES,NO,4," , js?id=UA-292525169-1&l=dataLayer&cx=c , js?id=UA-292525169-1&l=dataLayer&cx=c , js?id=G-TDZ1PKD2GH , 6534229",The difference is very large
2024-03-31 04:47:21,1,https://es.aliexpress.com,51,NO,Yes,0,,No differences found.
2024-03-31 04:59:39,2,https://es.aliexpress.com,53,NO,NO,4," , js?id=G-VED1YSGNC7&l=dataLayer&cx=c , js?id=G-VED1YSGNC7&l=dataLayer&cx=c , gtm.js?id=GTM-5VJNN2G , gtm.js?id=GTM-5VJNN2G",The difference is very large
2024-03-31 05:11:09,3,https://es.aliexpress.com,52,NO,NO,3," , baxiaCommon.js , gtm.js?id=GTM-5VJNN2G , gtm.js?id=GTM-5VJNN2G",The difference is very large
2024-03-31 01:26:04,1,https://finance.yahoo.com,41,NO,NO,3,dfs?itype=YHB&type=1&cid=8YHB97349&dn=finance.yahoo.com&cc=PK&ugd=desktop&callback=window.advBidxc.pf_rtd&algo=exploitation,The difference is very large
2024-03-31 01:39:10,2,https://finance.yahoo.com,41,YES,NO,4," , bidexchange.js?cid=8YHB97349&version=12.1&dn=finance.yahoo.com&ysection=main&yregion=US&ylang=en-US&ysite=finance&ydevice=desktop , bidexchange.js?cid=8YHB97349&version=12.1&dn=finance.yahoo.com&ysection=main&yregion=US&ylang=en-US&ysite=finance&ydevice=desktop , gpt.js , dfs?itype=YHB&type=1&cid=8YHB97349&dn=finance.yahoo.com&cc=PK&ugd=desktop&callback=window.advBidxc.pf_rtd&algo=exploitation",The difference is very large
2024-03-31 01:52:26,3,https://finance.yahoo.com,41,YES,NO,3," , bidexchange.js?cid=8YHB97349&version=12.1&dn=finance.yahoo.com&ysection=main&yregion=US&ylang=en-US&ysite=finance&ydevice=desktop , gpt.js , dfs?itype=YHB&type=1&cid=8YHB97349&dn=finance.yahoo.com&cc=PK&ugd=desktop&callback=window.advBidxc.pf_rtd&algo=exploitation",The difference is very large
2024-03-31 04:02:54,1,https://health.findanyanswer.net,14,NO,Yes,0,,No differences found.
2024-03-31 04:13:40,2,https://health.findanyanswer.net,14,YES,NO,1," , js?id=G-1K5EYX259P",The difference is very large
