url,category,subdir1,subdir2,measurement_interval,current_datetime,total_files1,total_files2,percentage_change,isJS_Num_Same,isJS_Object_Same,Difference_Count,Different_Files
finance.yahoo.com,Economy/Finance,1 min 1/finance.yahoo.com/finance.yahoo.com_1_1_1,1 min 1/finance.yahoo.com/finance.yahoo.com_1_1_2,1 minute,2024-04-28 20:56:24,16,14,,NO,NO,1,gpt.js
finance.yahoo.com,Economy/Finance,1 min 1/finance.yahoo.com/finance.yahoo.com_1_1_2,1 min 1/finance.yahoo.com/finance.yahoo.com_1_1_3,1 minute,2024-04-28 20:58:06,14,22,,NO,NO,1,gpt.js
www.bloomberg.com,Economy/Finance,1 min 1/www.bloomberg.com/www.bloomberg.com_1_1_1,1 min 1/www.bloomberg.com/www.bloomberg.com_1_1_2,1 minute,2024-04-28 21:02:30,82,83,,NO,NO,9,"jz7xmlnipo?ref=gtm , destination?id=DC-10986066&l=dataLayer&cx=c , destination?id=AW-1063184170&l=dataLayer&cx=c , destination?id=AW-1063184170&l=dataLayer&cx=c , gtm.js?id=GTM-MNTH5N , gtm.js?id=GTM-MNTH5N , gpt.js , v2?ol=0&qn=%604%7BZEYwoqI%24%5 , n.js?e=35&ol=0&qn=%604%7BZEYwo"
www.bloomberg.com,Economy/Finance,1 min 1/www.bloomberg.com/www.bloomberg.com_1_1_2,1 min 1/www.bloomberg.com/www.bloomberg.com_1_1_3,1 minute,2024-04-28 21:03:56,83,81,,NO,NO,14,"js?id=G-GQ1PBLXZCT&l=dataLayer&cx=c , jz7xmlnipo?ref=gtm , destination?id=DC-10986066&l=dataLayer&cx=c , destination?id=DC-10986066&l=dataLayer&cx=c , destination?id=AW-1063184170&l=dataLayer&cx=c , destination?id=AW-1063184170&l=dataLayer&cx=c , destination?id=AW-1063184170&l=dataLayer&cx=c , gtm.js?id=GTM-MNTH5N , gtm.js?id=GTM-MNTH5N , gtm.js?id=GTM-MNTH5N , gpt.js , v2?ol=0&qn=%604%7BZEYwoqI%24%5 , n.js?e=35&ol=0&qn=%604%7BZEYwo"
www.paypal.com,Economy/Finance,1 min 1/www.paypal.com/www.paypal.com_1_1_1,1 min 1/www.paypal.com/www.paypal.com_1_1_2,1 minute,2024-04-28 19:01:48,14,14,,YES,YES,0,
www.paypal.com,Economy/Finance,1 min 1/www.paypal.com/www.paypal.com_1_1_2,1 min 1/www.paypal.com/www.paypal.com_1_1_3,1 minute,2024-04-28 19:02:59,14,14,,YES,YES,0,
finance.yahoo.com,Economy/Finance,5 min 1/finance.yahoo.com/finance.yahoo.com_5_1_1,5 min 1/finance.yahoo.com/finance.yahoo.com_5_1_2,5 minutes,2024-04-27 23:50:48,14,14,,YES,NO,1,gpt.js
finance.yahoo.com,Economy/Finance,5 min 1/finance.yahoo.com/finance.yahoo.com_5_1_2,5 min 1/finance.yahoo.com/finance.yahoo.com_5_1_3,5 minutes,2024-04-27 23:58:18,14,14,,YES,NO,1,gpt.js
